housing,existing_credits,duration,credit_amount,age,personal_status,purpose,credit_history,type
домовладелец,3,2,10955,43,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,56,13350,28,женщина,мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,77,19767,29,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
домовладелец,2,85,16338,44,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,53,11169,58,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,2,54,11664,40,мужчина (одинокий),мебель,есть просрочки платежей,надежный
арендатор,2,30,12877,34,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,23,1174,38,женщина,мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,46,6285,30,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,1,21,1014,21,женщина,новая машина,есть непогашенные кредиты,ненадежный
без жилья,1,56,14104,33,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,67,14664,28,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
арендатор,2,15,1774,26,женщина,новая машина,все кредиты погашены,ненадежный
домовладелец,2,61,9083,24,мужчина (разведенный),мебель,есть просрочки платежей,надежный
домовладелец,4,18,508,68,женщина,бытовая техника,есть просрочки платежей,надежный
домовладелец,1,16,1652,34,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,2,75,13073,24,мужчина (одинокий),бытовая техника,есть просрочки платежей,ненадежный
арендатор,1,73,12836,41,мужчина (одинокий),мебель,есть непогашенные кредиты,ненадежный
без жилья,3,54,8271,61,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
арендатор,2,49,12160,26,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,41,10960,41,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,38,4741,30,женщина,бизнес,все кредиты погашены,надежный
домовладелец,1,15,2267,24,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,3,60,15892,49,мужчина (одинокий),бизнес,есть непогашенные кредиты,ненадежный
домовладелец,4,46,8646,72,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,34,7659,35,женщина,новая машина,не было кредитов,надежный
без жилья,1,17,4197,72,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,88,16344,33,мужчина (одинокий),мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,44,16310,64,мужчина (разведенный),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,2,17,7830,42,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,22,1042,42,женщина,бизнес,есть непогашенные кредиты,ненадежный
домовладелец,2,51,4950,44,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
арендатор,1,17,1764,25,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,57,12648,29,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,61,9710,33,мужчина (одинокий),образование,есть непогашенные кредиты,ненадежный
без жилья,1,26,6570,48,мужчина (одинокий),образование,есть непогашенные кредиты,надежный
домовладелец,1,61,14815,30,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
без жилья,2,33,4548,41,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,15,1115,33,женщина,новая машина,есть просрочки платежей,надежный
домовладелец,2,46,8370,54,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,107,15158,23,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,ненадежный
арендатор,2,25,3053,65,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,2,57,12742,38,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
арендатор,1,14,1840,22,женщина,мебель,есть непогашенные кредиты,ненадежный
домовладелец,2,68,12501,29,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
арендатор,2,54,17134,27,мужчина (женатый или вдовец),подержанная машина,есть просрочки платежей,надежный
арендатор,2,27,2220,46,женщина,бытовая техника,есть просрочки платежей,надежный
арендатор,1,16,1745,22,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,28,4627,46,женщина,бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,60,10799,51,мужчина (одинокий),бизнес,не было кредитов,ненадежный
домовладелец,1,24,3633,27,женщина,ремонт жилья,есть непогашенные кредиты,надежный
домовладелец,2,79,16190,33,мужчина (женатый или вдовец),новая машина,есть просрочки платежей,ненадежный
домовладелец,1,51,9549,24,мужчина (женатый или вдовец),бизнес,есть непогашенные кредиты,надежный
домовладелец,1,8,1660,36,женщина,бытовая техника,есть просрочки платежей,надежный
арендатор,1,28,4490,25,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,46,2855,23,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,33,5245,43,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
арендатор,1,36,7524,51,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
арендатор,1,22,3158,25,женщина,бытовая техника,есть непогашенные кредиты,надежный
без жилья,2,74,8673,49,женщина,подержанная машина,есть просрочки платежей,ненадежный
арендатор,1,62,11527,32,мужчина (разведенный),образование,есть просрочки платежей,ненадежный
домовладелец,1,41,13997,35,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
без жилья,2,15,8675,44,женщина,подержанная машина,есть просрочки платежей,надежный
домовладелец,1,44,10209,40,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,74,10385,38,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,33,10532,31,мужчина (разведенный),бизнес,есть непогашенные кредиты,надежный
арендатор,1,49,11724,23,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,1,7,542,53,женщина,мебель,есть непогашенные кредиты,надежный
арендатор,2,33,1101,48,женщина,бытовая техника,есть просрочки платежей,надежный
домовладелец,1,66,16042,36,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,89,15096,35,мужчина (одинокий),бизнес,все кредиты погашены,надежный
без жилья,3,54,8228,57,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,33,1970,59,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
арендатор,1,79,21602,46,мужчина (одинокий),бизнес,не было кредитов,ненадежный
без жилья,3,23,1254,55,женщина,ремонт жилья,есть просрочки платежей,ненадежный
без жилья,1,51,13407,51,мужчина (разведенный),мебель,есть непогашенные кредиты,надежный
домовладелец,1,77,13396,21,мужчина (одинокий),мебель,все кредиты погашены,ненадежный
домовладелец,2,9,1224,29,женщина,бытовая техника,есть просрочки платежей,надежный
домовладелец,2,64,11743,19,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,27,1839,22,женщина,мебель,есть просрочки платежей,надежный
домовладелец,1,41,6975,22,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,75,12255,50,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,41,4653,31,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
без жилья,2,98,12910,56,женщина,другое,все кредиты погашены,ненадежный
домовладелец,2,39,12318,31,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,65,11828,29,мужчина (разведенный),ремонт жилья,есть просрочки платежей,надежный
арендатор,1,32,3175,22,женщина,мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,10,623,54,женщина,бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,24,11379,47,женщина,подержанная машина,есть непогашенные кредиты,ненадежный
домовладелец,1,79,9796,28,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,36,1337,50,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,49,15845,35,мужчина (одинокий),бизнес,не было кредитов,ненадежный
домовладелец,1,32,775,31,женщина,новая машина,есть непогашенные кредиты,ненадежный
арендатор,1,18,2184,19,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,60,12823,34,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
арендатор,2,38,2005,19,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,73,14214,30,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,6,1788,58,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,17,2266,25,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,57,17633,32,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,68,21098,49,мужчина (одинокий),бизнес,не было кредитов,надежный
домовладелец,1,24,3450,28,женщина,бытовая техника,есть непогашенные кредиты,надежный
арендатор,1,80,8018,70,женщина,бизнес,все кредиты погашены,ненадежный
домовладелец,1,33,15888,53,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,5,1168,53,женщина,образование,есть просрочки платежей,надежный
домовладелец,1,54,12528,50,мужчина (разведенный),мебель,есть непогашенные кредиты,надежный
домовладелец,2,58,13160,48,мужчина (женатый или вдовец),бытовая техника,есть просрочки платежей,надежный
арендатор,1,33,8374,23,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,2,9,1287,30,женщина,бизнес,есть непогашенные кредиты,надежный
домовладелец,1,21,2860,38,женщина,бизнес,есть непогашенные кредиты,надежный
домовладелец,1,22,10186,31,мужчина (разведенный),мебель,есть непогашенные кредиты,надежный
без жилья,1,36,18033,57,мужчина (одинокий),мебель,есть непогашенные кредиты,ненадежный
домовладелец,2,22,8429,59,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,64,9327,29,мужчина (женатый или вдовец),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,54,2491,47,мужчина (женатый или вдовец),другое,все кредиты погашены,надежный
домовладелец,3,75,13584,28,мужчина (одинокий),бизнес,не было кредитов,ненадежный
без жилья,1,21,5732,37,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,67,13920,18,мужчина (одинокий),мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,26,10673,24,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
арендатор,1,39,1619,34,женщина,новая машина,есть непогашенные кредиты,ненадежный
арендатор,1,70,16424,28,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,22,1921,20,женщина,мебель,есть просрочки платежей,надежный
арендатор,2,6,1840,26,женщина,бытовая техника,есть просрочки платежей,надежный
домовладелец,1,41,10328,36,мужчина (разведенный),новая машина,есть непогашенные кредиты,ненадежный
домовладелец,2,62,12948,41,мужчина (женатый или вдовец),мебель,есть просрочки платежей,надежный
арендатор,3,11,15102,35,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,13,1156,26,женщина,другое,есть непогашенные кредиты,надежный
домовладелец,1,17,4389,31,женщина,другое,все кредиты погашены,надежный
домовладелец,2,53,8145,44,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
без жилья,1,74,13398,18,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,1,74,11870,32,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,71,16031,23,мужчина (женатый или вдовец),мебель,есть непогашенные кредиты,надежный
домовладелец,1,15,1478,24,женщина,новая машина,есть непогашенные кредиты,ненадежный
без жилья,1,41,10427,32,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,26,5970,26,мужчина (женатый или вдовец),новая машина,есть непогашенные кредиты,надежный
арендатор,2,11,1755,24,женщина,мебель,есть просрочки платежей,надежный
домовладелец,3,79,17636,27,мужчина (одинокий),бизнес,не было кредитов,надежный
домовладелец,2,57,12072,37,мужчина (женатый или вдовец),бытовая техника,есть просрочки платежей,надежный
арендатор,2,51,10241,19,женщина,подержанная машина,есть просрочки платежей,ненадежный
домовладелец,1,78,14968,24,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
без жилья,1,37,1587,53,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,17,1179,24,женщина,ремонт жилья,есть просрочки платежей,надежный
домовладелец,2,84,17681,31,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,ненадежный
арендатор,1,26,2212,18,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,2,36,8784,32,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
без жилья,1,56,12679,39,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,ненадежный
домовладелец,2,54,8697,23,мужчина (одинокий),бизнес,есть просрочки платежей,надежный
домовладелец,1,7,486,19,женщина,образование,есть непогашенные кредиты,ненадежный
домовладелец,2,91,15954,48,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,61,13166,29,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,9,1407,30,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,2,87,21882,33,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,36,5183,43,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
арендатор,1,36,13007,25,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,56,14992,56,мужчина (разведенный),бытовая техника,есть непогашенные кредиты,надежный
арендатор,1,46,6806,34,мужчина (одинокий),образование,есть непогашенные кредиты,ненадежный
домовладелец,2,30,12436,27,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
без жилья,3,57,20176,41,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,24,1779,26,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,2,46,9263,43,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,46,9863,49,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,2,8,704,37,женщина,новая машина,есть просрочки платежей,надежный
домовладелец,1,47,14578,30,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,87,13179,23,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,4,73,12216,49,мужчина (одинокий),бизнес,есть просрочки платежей,надежный
домовладелец,1,63,15689,20,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
арендатор,2,56,17109,33,мужчина (одинокий),бытовая техника,не было кредитов,ненадежный
домовладелец,2,51,5459,30,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,9,1661,50,женщина,новая машина,есть непогашенные кредиты,ненадежный
арендатор,1,47,300,25,мужчина (женатый или вдовец),новая машина,есть непогашенные кредиты,надежный
без жилья,2,67,9625,49,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,2,63,5175,67,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,47,6044,21,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
без жилья,1,67,18623,38,мужчина (разведенный),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,2,89,14352,63,мужчина (одинокий),ремонт жилья,есть просрочки платежей,надежный
домовладелец,1,17,2427,48,женщина,мебель,есть непогашенные кредиты,надежный
без жилья,2,84,17535,57,мужчина (одинокий),мебель,не было кредитов,ненадежный
домовладелец,2,49,8796,70,мужчина (одинокий),новая машина,есть просрочки платежей,ненадежный
домовладелец,2,49,10051,66,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
арендатор,1,36,7367,28,мужчина (женатый или вдовец),новая машина,все кредиты погашены,ненадежный
домовладелец,1,65,14115,31,мужчина (одинокий),бизнес,есть непогашенные кредиты,ненадежный
без жилья,1,47,12414,32,мужчина (одинокий),бытовая техника,все кредиты погашены,надежный
домовладелец,1,14,1838,21,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,84,17719,21,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,19,3146,28,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,71,16265,41,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,2,46,5909,36,мужчина (одинокий),другое,есть непогашенные кредиты,надежный
домовладелец,1,34,3959,26,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,2,28,4431,21,женщина,мебель,есть просрочки платежей,ненадежный
без жилья,2,69,16332,21,мужчина (одинокий),подержанная машина,не было кредитов,ненадежный
домовладелец,1,17,639,26,женщина,бытовая техника,все кредиты погашены,ненадежный
без жилья,1,96,19791,31,мужчина (одинокий),новая машина,все кредиты погашены,надежный
домовладелец,1,79,19099,41,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,25,1060,33,женщина,новая машина,есть просрочки платежей,надежный
домовладелец,1,40,3648,29,женщина,бытовая техника,есть просрочки платежей,надежный
домовладелец,1,21,6258,45,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,58,8764,44,мужчина (женатый или вдовец),мебель,есть непогашенные кредиты,ненадежный
домовладелец,2,35,5438,27,женщина,бытовая техника,есть просрочки платежей,надежный
арендатор,2,23,1304,24,женщина,мебель,есть просрочки платежей,надежный
домовладелец,2,71,17356,35,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,81,11803,28,мужчина (одинокий),мебель,все кредиты погашены,ненадежный
без жилья,1,72,17974,45,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,2,66,15425,29,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,66,13367,27,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,97,14317,39,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,13,1355,78,женщина,образование,есть непогашенные кредиты,надежный
арендатор,2,49,9009,37,мужчина (разведенный),новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,51,6017,28,мужчина (одинокий),ремонт жилья,есть непогашенные кредиты,ненадежный
арендатор,1,27,4112,23,женщина,мебель,не было кредитов,ненадежный
домовладелец,1,33,10348,32,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,32,10274,28,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,30,13528,29,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,53,12953,58,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,63,11300,31,мужчина (разведенный),мебель,есть непогашенные кредиты,ненадежный
домовладелец,2,58,7633,20,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,51,10909,46,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,1,80,16874,41,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
арендатор,1,34,8134,24,женщина,подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,51,17644,46,мужчина (одинокий),мебель,есть просрочки платежей,надежный
арендатор,1,9,575,22,женщина,образование,есть непогашенные кредиты,надежный
без жилья,1,85,18890,42,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,ненадежный
домовладелец,3,57,12002,47,мужчина (одинокий),мебель,есть просрочки платежей,надежный
арендатор,1,29,3773,22,женщина,подержанная машина,есть непогашенные кредиты,надежный
домовладелец,2,49,13272,34,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,2,61,11979,41,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,56,11598,24,мужчина (одинокий),бизнес,есть просрочки платежей,надежный
домовладелец,2,57,13035,34,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,51,11243,30,мужчина (женатый или вдовец),новая машина,есть просрочки платежей,надежный
арендатор,1,23,5227,25,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,73,16819,26,мужчина (одинокий),мебель,есть непогашенные кредиты,ненадежный
арендатор,1,33,3734,22,женщина,мебель,есть непогашенные кредиты,ненадежный
домовладелец,2,60,16855,26,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
арендатор,2,68,11816,24,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,11,1517,31,женщина,мебель,есть непогашенные кредиты,надежный
арендатор,1,26,11845,42,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,28,1728,23,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,62,12561,31,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,60,11576,28,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,2,44,17658,32,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
без жилья,1,94,17418,58,мужчина (одинокий),образование,есть непогашенные кредиты,надежный
домовладелец,1,41,5315,50,мужчина (разведенный),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,47,8741,46,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,2,33,7299,37,мужчина (одинокий),образование,есть просрочки платежей,надежный
без жилья,3,11,9468,41,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,22,3475,42,женщина,мебель,есть просрочки платежей,надежный
арендатор,1,26,10241,24,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,83,22497,23,мужчина (одинокий),бизнес,есть непогашенные кредиты,ненадежный
арендатор,2,17,3917,20,женщина,мебель,не было кредитов,ненадежный
арендатор,1,61,11045,44,мужчина (женатый или вдовец),новая машина,есть непогашенные кредиты,надежный
домовладелец,2,73,17014,32,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
арендатор,2,19,471,38,женщина,бытовая техника,все кредиты погашены,надежный
арендатор,1,39,5308,23,женщина,бизнес,есть непогашенные кредиты,ненадежный
домовладелец,1,58,9292,41,мужчина (женатый или вдовец),другое,есть непогашенные кредиты,ненадежный
домовладелец,1,24,1312,27,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,87,16231,20,мужчина (одинокий),бытовая техника,есть просрочки платежей,ненадежный
без жилья,1,24,11204,32,женщина,подержанная машина,есть непогашенные кредиты,ненадежный
без жилья,1,61,15841,23,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,56,11372,69,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,17,1612,33,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,73,17589,35,мужчина (одинокий),подержанная машина,не было кредитов,надежный
домовладелец,2,7,941,50,женщина,бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,67,14202,36,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
арендатор,2,44,16196,33,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
без жилья,1,68,15368,32,мужчина (одинокий),мебель,все кредиты погашены,ненадежный
без жилья,2,58,10264,39,мужчина (одинокий),бытовая техника,есть просрочки платежей,ненадежный
арендатор,1,3,1319,26,женщина,подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,28,1672,35,женщина,бытовая техника,есть непогашенные кредиты,ненадежный
без жилья,1,60,16791,47,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,54,16393,37,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,39,18775,29,мужчина (одинокий),новая машина,все кредиты погашены,ненадежный
домовладелец,1,25,4065,39,женщина,бытовая техника,не было кредитов,ненадежный
арендатор,2,60,16628,74,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
арендатор,1,8,1037,24,женщина,другое,есть непогашенные кредиты,надежный
домовладелец,2,64,10256,28,мужчина (женатый или вдовец),бытовая техника,есть просрочки платежей,надежный
арендатор,1,47,10581,33,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,51,10584,57,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,51,7983,45,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,70,17924,54,мужчина (разведенный),бизнес,есть просрочки платежей,надежный
домовладелец,1,6,1182,33,женщина,мебель,есть непогашенные кредиты,ненадежный
арендатор,1,11,13864,49,мужчина (разведенный),мебель,есть просрочки платежей,ненадежный
домовладелец,1,16,1606,29,женщина,образование,есть просрочки платежей,надежный
без жилья,1,16,1990,58,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,2,53,9522,50,мужчина (одинокий),новая машина,не было кредитов,ненадежный
без жилья,1,88,19211,46,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
арендатор,1,75,14055,32,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,2,41,11936,25,мужчина (одинокий),бизнес,есть просрочки платежей,надежный
домовладелец,2,65,14662,20,мужчина (одинокий),бытовая техника,есть просрочки платежей,ненадежный
домовладелец,2,44,10247,35,мужчина (одинокий),бизнес,есть непогашенные кредиты,надежный
домовладелец,1,13,685,25,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,30,6959,54,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,54,14011,39,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,44,6546,28,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,64,17801,44,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,89,18358,43,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,2,88,20492,22,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,2,49,11683,28,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,49,18511,40,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,2,69,16272,26,мужчина (одинокий),бизнес,есть непогашенные кредиты,надежный
арендатор,2,20,16801,25,женщина,подержанная машина,есть непогашенные кредиты,ненадежный
домовладелец,2,62,13589,24,мужчина (женатый или вдовец),новая машина,есть просрочки платежей,надежный
домовладелец,1,64,14780,49,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
арендатор,1,15,1233,19,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,63,5961,28,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,31,2937,27,женщина,подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,76,10920,57,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,41,9806,25,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,17,1319,27,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,30,11205,55,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,74,16277,22,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,58,13623,28,мужчина (одинокий),бизнес,не было кредитов,надежный
домовладелец,2,84,15323,38,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
без жилья,1,73,17021,31,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,2,60,17627,35,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
арендатор,2,62,13928,23,мужчина (одинокий),мебель,не было кредитов,ненадежный
арендатор,1,5,875,20,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,2,79,18431,34,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,46,10150,25,мужчина (разведенный),мебель,есть непогашенные кредиты,надежный
