housing,existing_credits,duration,credit_amount,age,personal_status,purpose,credit_history,type
домовладелец,3,2,12050,43,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,87,21886,28,женщина,мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,77,21514,29,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
домовладелец,2,85,17860,44,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,53,12283,58,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,2,54,12820,40,мужчина (одинокий),мебель,есть просрочки платежей,надежный
арендатор,2,30,14135,34,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,61,8785,38,женщина,мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,46,6940,30,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,1,59,7915,21,женщина,новая машина,есть непогашенные кредиты,ненадежный
без жилья,1,56,15460,33,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,68,16063,28,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
арендатор,2,50,11184,26,женщина,новая машина,все кредиты погашены,ненадежный
домовладелец,2,61,10009,24,мужчина (разведенный),мебель,есть просрочки платежей,надежный
домовладелец,4,54,3680,68,женщина,бытовая техника,есть просрочки платежей,надежный
домовладелец,1,51,10775,34,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,2,75,14346,24,мужчина (одинокий),бытовая техника,есть просрочки платежей,ненадежный
арендатор,1,73,14091,41,мужчина (одинокий),мебель,есть непогашенные кредиты,ненадежный
без жилья,3,54,9121,61,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
арендатор,2,50,13358,26,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,42,12056,41,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,75,16601,30,женщина,бизнес,все кредиты погашены,надежный
домовладелец,1,50,12573,24,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,3,60,17382,49,мужчина (одинокий),бизнес,есть непогашенные кредиты,ненадежный
домовладелец,4,46,9531,72,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,72,19101,35,женщина,новая машина,не было кредитов,надежный
без жилья,1,53,15951,72,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,88,17866,33,мужчина (одинокий),мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,44,17831,64,мужчина (разведенный),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,2,17,8637,42,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,60,8078,42,женщина,бизнес,есть непогашенные кредиты,ненадежный
домовладелец,2,51,5467,44,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
арендатор,1,53,11151,25,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,57,13888,29,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,61,10694,33,мужчина (одинокий),образование,есть непогашенные кредиты,ненадежный
без жилья,1,27,7254,48,мужчина (одинокий),образование,есть непогашенные кредиты,надежный
домовладелец,1,61,16226,30,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
без жилья,2,34,5023,41,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,50,8480,33,женщина,новая машина,есть просрочки платежей,надежный
домовладелец,2,46,9229,54,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,107,16595,23,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,ненадежный
арендатор,2,63,14226,65,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,2,57,13988,38,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
арендатор,1,48,11392,22,женщина,мебель,есть непогашенные кредиты,ненадежный
домовладелец,2,68,13728,29,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
арендатор,2,54,18712,27,мужчина (женатый или вдовец),подержанная машина,есть просрочки платежей,надежный
арендатор,2,66,12456,46,женщина,бытовая техника,есть просрочки платежей,надежный
арендатор,1,51,11089,22,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,67,16472,46,женщина,бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,60,11881,51,мужчина (одинокий),бизнес,не было кредитов,ненадежный
домовладелец,1,62,15174,27,женщина,ремонт жилья,есть непогашенные кредиты,надежный
домовладелец,2,80,17702,33,мужчина (женатый или вдовец),новая машина,есть просрочки платежей,ненадежный
домовладелец,1,51,10518,24,мужчина (женатый или вдовец),бизнес,есть непогашенные кредиты,надежный
домовладелец,1,34,10803,36,женщина,бытовая техника,есть просрочки платежей,надежный
арендатор,1,67,16312,25,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,81,13857,23,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,34,5794,43,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
арендатор,1,37,8302,51,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
арендатор,1,60,14411,25,женщина,бытовая техника,есть непогашенные кредиты,надежный
без жилья,2,95,19735,49,женщина,подержанная машина,есть просрочки платежей,ненадежный
арендатор,1,62,12671,32,мужчина (разведенный),образование,есть просрочки платежей,ненадежный
домовладелец,1,42,15344,35,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
без жилья,2,50,19736,44,женщина,подержанная машина,есть просрочки платежей,надежный
домовладелец,1,44,11238,40,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,74,11429,38,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,34,11590,31,мужчина (разведенный),бизнес,есть непогашенные кредиты,надежный
арендатор,1,50,12886,23,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,1,30,4087,53,женщина,мебель,есть непогашенные кредиты,надежный
арендатор,2,71,8405,48,женщина,бытовая техника,есть просрочки платежей,надежный
домовладелец,1,67,17543,36,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,89,16528,35,мужчина (одинокий),бизнес,все кредиты погашены,надежный
без жилья,3,54,9074,57,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,34,2163,59,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
арендатор,1,79,23454,46,мужчина (одинокий),бизнес,не было кредитов,ненадежный
без жилья,3,61,9173,55,женщина,ремонт жилья,есть просрочки платежей,ненадежный
без жилья,1,51,14707,51,мужчина (разведенный),мебель,есть непогашенные кредиты,надежный
домовладелец,1,77,14696,21,мужчина (одинокий),мебель,все кредиты погашены,ненадежный
домовладелец,2,37,9031,29,женщина,бытовая техника,есть просрочки платежей,надежный
домовладелец,2,64,12907,19,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,66,11389,22,женщина,мебель,есть просрочки платежей,надежный
домовладелец,1,42,7699,22,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,75,13461,50,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,42,5140,31,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
без жилья,2,104,21721,56,женщина,другое,все кредиты погашены,ненадежный
домовладелец,2,39,13530,31,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,66,12999,29,мужчина (разведенный),ремонт жилья,есть просрочки платежей,надежный
арендатор,1,70,14440,22,женщина,мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,39,4954,54,женщина,бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,62,21097,47,женщина,подержанная машина,есть непогашенные кредиты,ненадежный
домовладелец,1,97,20349,28,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,74,9549,50,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,50,17331,35,мужчина (одинокий),бизнес,не было кредитов,ненадежный
домовладелец,1,70,6295,31,женщина,новая машина,есть непогашенные кредиты,ненадежный
арендатор,1,54,12364,19,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,60,14076,34,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
арендатор,2,75,11881,19,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,74,15578,30,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,27,11229,58,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,53,12571,25,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,57,19244,32,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,68,22922,49,мужчина (одинокий),бизнес,не было кредитов,надежный
домовладелец,1,62,14894,28,женщина,бытовая техника,есть непогашенные кредиты,надежный
арендатор,1,98,19336,70,женщина,бизнес,все кредиты погашены,ненадежный
домовладелец,1,34,17378,53,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,22,8755,53,женщина,образование,есть просрочки платежей,надежный
домовладелец,1,54,13757,50,мужчина (разведенный),мебель,есть непогашенные кредиты,надежный
домовладелец,2,59,14440,48,мужчина (женатый или вдовец),бытовая техника,есть просрочки платежей,надежный
арендатор,1,34,9234,23,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,2,37,9325,30,женщина,бизнес,есть непогашенные кредиты,надежный
домовладелец,1,59,13866,38,женщина,бизнес,есть непогашенные кредиты,надежный
домовладелец,1,22,11213,31,мужчина (разведенный),мебель,есть непогашенные кредиты,надежный
без жилья,1,37,19671,57,мужчина (одинокий),мебель,есть непогашенные кредиты,ненадежный
домовладелец,2,22,9294,59,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,64,10276,29,мужчина (женатый или вдовец),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,54,2742,47,мужчина (женатый или вдовец),другое,все кредиты погашены,надежный
домовладелец,3,75,14898,28,мужчина (одинокий),бизнес,не было кредитов,ненадежный
без жилья,1,59,17602,37,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,68,15261,18,мужчина (одинокий),мебель,есть непогашенные кредиты,ненадежный
домовладелец,1,27,11743,24,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
арендатор,1,76,10659,34,женщина,новая машина,есть непогашенные кредиты,ненадежный
арендатор,1,70,17953,28,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,60,11638,20,женщина,мебель,есть просрочки платежей,надежный
арендатор,2,27,11392,26,женщина,бытовая техника,есть просрочки платежей,надежный
домовладелец,1,42,11367,36,мужчина (разведенный),новая машина,есть непогашенные кредиты,ненадежный
домовладелец,2,62,14211,41,мужчина (женатый или вдовец),мебель,есть просрочки платежей,надежный
арендатор,3,11,16534,35,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,46,8694,26,женщина,другое,есть непогашенные кредиты,надежный
домовладелец,1,53,16191,31,женщина,другое,все кредиты погашены,надежный
домовладелец,2,53,8982,44,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
без жилья,1,74,14698,18,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,1,74,13044,32,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,71,17531,23,мужчина (женатый или вдовец),мебель,есть непогашенные кредиты,надежный
домовладелец,1,50,10132,24,женщина,новая машина,есть непогашенные кредиты,ненадежный
без жилья,1,42,11475,32,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,27,6593,26,мужчина (женатый или вдовец),новая машина,есть непогашенные кредиты,надежный
арендатор,2,42,11122,24,женщина,мебель,есть просрочки платежей,надежный
домовладелец,3,79,19248,27,мужчина (одинокий),бизнес,не было кредитов,надежный
домовладелец,2,57,13263,37,мужчина (женатый или вдовец),бытовая техника,есть просрочки платежей,надежный
арендатор,2,84,20572,19,женщина,подержанная машина,есть просрочки платежей,ненадежный
домовладелец,1,78,16390,24,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
без жилья,1,74,10544,53,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,53,8810,24,женщина,ремонт жилья,есть просрочки платежей,надежный
домовладелец,2,84,19296,31,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,ненадежный
арендатор,1,64,12435,18,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,2,37,9682,32,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
без жилья,1,56,13920,39,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,ненадежный
домовладелец,2,54,9588,23,мужчина (одинокий),бизнес,есть просрочки платежей,надежный
домовладелец,1,30,3401,19,женщина,образование,есть непогашенные кредиты,ненадежный
домовладелец,2,91,17449,48,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,61,14447,29,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,37,9846,30,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,2,87,23750,33,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,37,5725,43,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
арендатор,1,37,14276,25,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,56,16415,56,мужчина (разведенный),бытовая техника,есть непогашенные кредиты,надежный
арендатор,1,46,7513,34,мужчина (одинокий),образование,есть непогашенные кредиты,ненадежный
домовладелец,2,30,13658,27,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
без жилья,3,57,21948,41,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,62,11200,26,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,2,46,10206,43,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,46,10861,49,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,2,34,5707,37,женщина,новая машина,есть просрочки платежей,надежный
домовладелец,1,48,15971,30,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,87,14461,23,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,4,74,13419,49,мужчина (одинокий),бизнес,есть просрочки платежей,надежный
домовладелец,1,63,17165,20,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
арендатор,2,56,18685,33,мужчина (одинокий),бытовая техника,не было кредитов,ненадежный
домовладелец,2,51,6029,30,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,37,10806,50,женщина,новая машина,есть непогашенные кредиты,ненадежный
арендатор,1,48,300,25,мужчина (женатый или вдовец),новая машина,есть непогашенные кредиты,надежный
без жилья,2,68,10602,49,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,2,63,5716,67,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,48,6675,21,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
без жилья,1,68,20300,38,мужчина (разведенный),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,2,89,15727,63,мужчина (одинокий),ремонт жилья,есть просрочки платежей,надежный
домовладелец,1,53,12955,48,женщина,мебель,есть непогашенные кредиты,надежный
без жилья,2,84,19140,57,мужчина (одинокий),мебель,не было кредитов,ненадежный
домовладелец,2,50,9695,70,мужчина (одинокий),новая машина,есть просрочки платежей,ненадежный
домовладелец,2,50,11066,66,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
арендатор,1,37,8129,28,мужчина (женатый или вдовец),новая машина,все кредиты погашены,ненадежный
домовладелец,1,66,15472,31,мужчина (одинокий),бизнес,есть непогашенные кредиты,ненадежный
без жилья,1,48,13634,32,мужчина (одинокий),бытовая техника,все кредиты погашены,надежный
домовладелец,1,48,11386,21,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,84,19336,21,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,56,14390,28,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,71,17782,41,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,2,46,6526,36,мужчина (одинокий),другое,есть непогашенные кредиты,надежный
домовладелец,1,72,15638,26,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,2,67,16242,21,женщина,мебель,есть просрочки платежей,ненадежный
без жилья,2,69,17853,21,мужчина (одинокий),подержанная машина,не было кредитов,ненадежный
домовладелец,1,53,5111,26,женщина,бытовая техника,все кредиты погашены,ненадежный
без жилья,1,96,21540,31,мужчина (одинокий),новая машина,все кредиты погашены,надежный
домовладелец,1,80,20806,41,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,63,8180,33,женщина,новая машина,есть просрочки платежей,надежный
домовладелец,1,77,15196,29,женщина,бытовая техника,есть просрочки платежей,надежный
домовладелец,1,59,18060,45,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,59,9661,44,мужчина (женатый или вдовец),мебель,есть непогашенные кредиты,ненадежный
домовладелец,2,73,17326,27,женщина,бытовая техника,есть просрочки платежей,надежный
арендатор,2,61,9402,24,женщина,мебель,есть просрочки платежей,надежный
домовладелец,2,71,18949,35,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,81,12971,28,мужчина (одинокий),мебель,все кредиты погашены,ненадежный
без жилья,1,72,19609,45,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,2,67,16881,29,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,1,67,14665,27,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,97,15689,39,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,46,9627,78,женщина,образование,есть непогашенные кредиты,надежный
арендатор,2,50,9928,37,мужчина (разведенный),новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,51,6645,28,мужчина (одинокий),ремонт жилья,есть непогашенные кредиты,ненадежный
арендатор,1,66,15842,23,женщина,мебель,не было кредитов,ненадежный
домовладелец,1,34,11389,32,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,70,20588,28,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,1,30,14838,29,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,53,14217,58,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,63,12425,31,мужчина (разведенный),мебель,есть непогашенные кредиты,ненадежный
домовладелец,2,59,8421,20,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,51,12001,46,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,1,80,18434,41,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
арендатор,1,72,19409,24,женщина,подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,51,19256,46,мужчина (одинокий),мебель,есть просрочки платежей,надежный
арендатор,1,37,4456,22,женщина,образование,есть непогашенные кредиты,надежный
без жилья,1,86,20584,42,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,ненадежный
домовладелец,3,57,13187,47,мужчина (одинокий),мебель,есть просрочки платежей,надежный
арендатор,1,68,15379,22,женщина,подержанная машина,есть непогашенные кредиты,надежный
домовладелец,2,50,14561,34,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,2,61,13163,41,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,56,12749,24,мужчина (одинокий),бизнес,есть просрочки платежей,надежный
домовладелец,2,57,14306,34,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,2,51,12364,30,мужчина (женатый или вдовец),новая машина,есть просрочки платежей,надежный
арендатор,1,61,17117,25,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,74,18375,26,мужчина (одинокий),мебель,есть непогашенные кредиты,ненадежный
арендатор,1,71,15322,22,женщина,мебель,есть непогашенные кредиты,ненадежный
домовладелец,2,60,18413,26,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
арендатор,2,68,12985,24,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,42,10283,31,женщина,мебель,есть непогашенные кредиты,надежный
арендатор,1,27,13017,42,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,67,11033,23,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,62,13793,31,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,60,12725,28,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,2,44,19271,32,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
без жилья,1,94,19015,58,мужчина (одинокий),образование,есть непогашенные кредиты,надежный
домовладелец,1,42,5871,50,мужчина (разведенный),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,48,9635,46,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,2,34,8055,37,мужчина (одинокий),образование,есть просрочки платежей,надежный
без жилья,3,11,10430,41,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,60,14933,42,женщина,мебель,есть просрочки платежей,надежный
арендатор,1,27,11273,24,мужчина (женатый или вдовец),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,83,24396,23,мужчина (одинокий),бизнес,есть непогашенные кредиты,ненадежный
арендатор,2,53,15581,20,женщина,мебель,не было кредитов,ненадежный
арендатор,1,61,12148,44,мужчина (женатый или вдовец),новая машина,есть непогашенные кредиты,надежный
домовладелец,2,74,18584,32,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
арендатор,2,56,3203,38,женщина,бытовая техника,все кредиты погашены,надежный
арендатор,1,76,17198,23,женщина,бизнес,есть непогашенные кредиты,ненадежный
домовладелец,1,59,10237,41,мужчина (женатый или вдовец),другое,есть непогашенные кредиты,ненадежный
домовладелец,1,62,9438,27,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,87,17746,20,мужчина (одинокий),бытовая техника,есть просрочки платежей,ненадежный
без жилья,1,62,21020,32,женщина,подержанная машина,есть непогашенные кредиты,ненадежный
без жилья,1,61,17328,23,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,56,12503,69,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,53,10634,33,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,73,19198,35,мужчина (одинокий),подержанная машина,не было кредитов,надежный
домовладелец,2,30,7468,50,женщина,бытовая техника,есть непогашенные кредиты,надежный
без жилья,1,68,15565,36,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
арендатор,2,44,17708,33,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
без жилья,1,68,16820,32,мужчина (одинокий),мебель,все кредиты погашены,ненадежный
без жилья,2,59,11298,39,мужчина (одинокий),бытовая техника,есть просрочки платежей,ненадежный
арендатор,1,11,9469,26,женщина,подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,67,10844,35,женщина,бытовая техника,есть непогашенные кредиты,ненадежный
без жилья,1,60,18345,47,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,54,17920,37,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,39,20461,29,мужчина (одинокий),новая машина,все кредиты погашены,ненадежный
домовладелец,1,63,15780,39,женщина,бытовая техника,не было кредитов,ненадежный
арендатор,2,60,18171,74,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
арендатор,1,34,8049,24,женщина,другое,есть непогашенные кредиты,надежный
домовладелец,2,64,11289,28,мужчина (женатый или вдовец),бытовая техника,есть просрочки платежей,надежный
арендатор,1,48,11644,33,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,51,11647,57,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,51,8805,45,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,70,19555,54,мужчина (разведенный),бизнес,есть просрочки платежей,надежный
домовладелец,1,27,8825,33,женщина,мебель,есть непогашенные кредиты,ненадежный
арендатор,1,11,15201,49,мужчина (разведенный),мебель,есть просрочки платежей,ненадежный
домовладелец,1,51,10612,29,женщина,образование,есть просрочки платежей,надежный
без жилья,1,51,11838,58,женщина,новая машина,есть непогашенные кредиты,надежный
домовладелец,2,53,10489,50,мужчина (одинокий),новая машина,не было кредитов,ненадежный
без жилья,1,88,20924,46,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
арендатор,1,75,15407,32,мужчина (одинокий),мебель,есть непогашенные кредиты,надежный
домовладелец,2,42,13116,25,мужчина (одинокий),бизнес,есть просрочки платежей,надежный
домовладелец,2,66,16061,20,мужчина (одинокий),бытовая техника,есть просрочки платежей,ненадежный
домовладелец,2,44,11280,35,мужчина (одинокий),бизнес,есть непогашенные кредиты,надежный
домовладелец,1,46,5539,25,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,30,7681,54,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,1,54,15360,39,мужчина (одинокий),новая машина,есть непогашенные кредиты,надежный
домовладелец,1,80,18293,28,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,2,64,19424,44,мужчина (одинокий),мебель,есть просрочки платежей,надежный
домовладелец,1,89,20018,43,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,2,88,22282,22,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,ненадежный
домовладелец,2,50,12841,28,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,50,20180,40,мужчина (одинокий),подержанная машина,есть просрочки платежей,надежный
домовладелец,2,69,17790,26,мужчина (одинокий),бизнес,есть непогашенные кредиты,надежный
арендатор,2,57,23004,25,женщина,подержанная машина,есть непогашенные кредиты,ненадежный
домовладелец,2,62,14905,24,мужчина (женатый или вдовец),новая машина,есть просрочки платежей,надежный
домовладелец,1,64,16188,49,мужчина (одинокий),новая машина,есть непогашенные кредиты,ненадежный
арендатор,1,50,9074,19,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,1,90,17806,28,женщина,новая машина,есть непогашенные кредиты,ненадежный
домовладелец,1,69,14013,27,женщина,подержанная машина,есть непогашенные кредиты,надежный
домовладелец,1,76,12012,57,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,2,42,10799,25,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
домовладелец,1,53,9469,27,женщина,бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,30,12322,55,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,74,17795,22,мужчина (одинокий),бытовая техника,есть непогашенные кредиты,надежный
домовладелец,1,59,14941,28,мужчина (одинокий),бизнес,не было кредитов,надежный
домовладелец,2,84,16772,38,мужчина (одинокий),новая машина,есть просрочки платежей,надежный
без жилья,1,74,18591,31,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
домовладелец,2,60,19238,35,мужчина (одинокий),подержанная машина,есть непогашенные кредиты,надежный
арендатор,2,62,15270,23,мужчина (одинокий),мебель,не было кредитов,ненадежный
арендатор,1,22,7031,20,женщина,мебель,есть непогашенные кредиты,надежный
домовладелец,2,80,20095,34,мужчина (одинокий),бытовая техника,есть просрочки платежей,надежный
домовладелец,1,46,11174,25,мужчина (разведенный),мебель,есть непогашенные кредиты,надежный
